日期,時間,活動名稱,地點,主講人,主持人,類型,備註,詳細內容
2026-02-06,18:00 - 19:00,山林大地與城市幻象——程廷Apyang lmiq《大腿山》╳馬翊航《假城鎮》,紅沙龍,程廷Apyang lmiq、馬翊航,,沙龍講座,程廷Apyang lmiq的《大腿山》以九篇短篇小說深刻描原...,程廷Apyang lmiq的《大腿山》以九篇短篇小說深刻描原住民的生活困境、文化盲點和性愛，探討族群文化與土地的深厚連結，呈現出原鄉的生命力。馬翊航的《假城鎮》則以散文書寫，從軍旅經驗出發，透過對「假城鎮」的思考，探討台灣都市與文化的複雜面貌，穿梭於真實與虛幻、傳統與現代之間。 兩部作品分別展現不同的空間想像與文化脈絡，一如山與城鎮的對話，探討身份認同、土地記憶與當代社會議題。本場分享會邀請作家程廷Apyang lmiq和馬翊航，分享生命場域與文學表達的多元面向。
2026-02-06,18:00 - 18:30,異地行旅——宋佩芬《不負責任之中亞我見我得》新書分享會,直播室,宋佩芬,,直播活動,宋佩芬的《不負責任之中亞我見我得》以敏銳的筆觸記錄她在中亞各...,宋佩芬的《不負責任之中亞我見我得》以敏銳的筆觸記錄她在中亞各國的旅行見聞，透過異地的風土人情、文化碰撞及個人心境的變化，展現旅行不只是地理上的移動，更是對他者文化的觀看與自我反思。 《不負責任之中亞我見我得》融合文化差異帶來的驚喜與挑戰，探討跨越疆域間的身份認同和心靈旅程。作家以充滿觀察力與感受的視角，勾勒出一幅多元文化交錯的旅行地圖，呈現臺灣人在全球視野中的位置與思考。本場次由作者宋佩芬分享異地行旅的豐富感悟與跨文化反思。
2026-02-06,18:00 - 19:00,護玄《特殊傳說III vol.11》新書簽名會,藍沙龍,護玄,,簽書會,《特殊傳說》是人氣作家護玄的成名大作。 爆笑又緊湊的情節、青...,《特殊傳說》是人氣作家護玄的成名大作。 爆笑又緊湊的情節、青春嗨翻天的想像力與迷人設定，在不可思議的誇張校園生活中，漸次鋪陳各個角色自我成長歷程。 《特殊傳說Ⅲ》是「特傳」系列的最後一部曲，我們將跟隨明顯成長的角色們進入更廣闊的世界探索與體驗。這是主角們揮灑淚水與汗水的冒險物語，也是屬於我們的特殊傳說！ 獲獎/得獎紀錄： 榮獲2025年博客來年度華文作家、金石堂年度暢銷作家、誠品年度華文文學作家 榮獲2025年Readmoo讀墨電子書年度作家 作者粉絲專頁: https://www.facebook.com/SWS.HuXuan ◎本場次限簽100名 ◎完整參加辦法注意蓋亞官方臉書粉絲團
2026-02-06,18:00 - 19:00,彥如姐姐新書發表會《偷偷時光》繪本說故事&音樂律動,兒童沙龍,彥如姐姐、品喬姐姐,,沙龍講座,最受歡迎的兒童節目主持人 彥如姐姐，獻上她的首部繪本作品《偷...,最受歡迎的兒童節目主持人 彥如姐姐，獻上她的首部繪本作品《偷偷時光》！ 本書以溫暖文字與細緻圖像，描繪生活中的美好小舉動，深受讀者喜愛。 重磅登場的活動內容超精彩！ 彥如姐姐將搭檔音樂演奏老師品喬姐姐，帶來一場精彩的故事劇場秀，讓孩子們瞬間進入繪本世界！同時也準備了輕鬆逗趣的韻律帶動跳，邀請親子一起動起來，共度活力滿點、溫馨滿分的繪本故事派對！
2026-02-06,18:00 - 19:00,寫作進行式：駐村研究與創作,國際沙龍,蕾貝卡·瓦瑟曼 / 作家暨演員、蔡明璇 / 作家暨劇團團長,,沙龍講座,作家、演員暨2026年福爾摩沙書籍創作駐村計畫獲選者蕾貝卡·...,作家、演員暨2026年福爾摩沙書籍創作駐村計畫獲選者蕾貝卡·瓦瑟曼，與曾在2023年進駐台灣文學基地的作家暨木都光影劇場團長蔡明璇之對談。兩位作家將透過相互提問，闡述台法兩地的作家駐村計畫如何滋養創作過程。
2026-02-06,18:00 - 18:50,香氛乾洗手工作坊,泰國主題國館,,,講座,Create your own scented hand s...,Create your own scented hand spray and learn basic fragrance blending in this easy， hands-on workshop. Take home a personalized hand spray for daily use. 親手製作專屬香氛乾洗手，體驗香氣調配的基礎概念，完成後可帶回日常使用。
2026-02-06,18:00 - 19:00,影像與故事的對話 - Hemimeta,泰國主題國館,,,講座,,
2026-02-06,19:00 - 19:30,郭源元 〈因為是妳 世界剛剛好〉新書座談會,直播室,郭源元,,直播活動,經常在社群、網路為弱勢女性發聲的正能量女神，本次新書《因為是...,經常在社群、網路為弱勢女性發聲的正能量女神，本次新書《因為是妳 世界剛剛好》，再度以溫暖的文字接住每個需要安慰的靈魂，希望能鼓勵來參與活動的讀者，去感受生活裡那些微妙卻被忽略的瞬間，在生活不盡如意的時候，也能在心裡跟自己說：「不要總對自己吹毛求疵，妳完成的、妳決定的，都是當下最好的。」
2026-02-06,19:15 - 20:15,《QQ俠大冒險2：前進宇宙》新書同歡會,兒童沙龍,作者/GK爸爸,,沙龍講座,Podcast界最能說擅唱的孩子王GK爸爸回來啦！ 《QQ俠...,Podcast界最能說擅唱的孩子王GK爸爸回來啦！ 《QQ俠大冒險2：前進宇宙》隆重登場！ ✦粉絲留言五星好評破表、回回擠爆說故事現場✦ ✦臺灣Podcast原創故事IP，累積五千萬次收聽下載✦ ✦連續獲選兩屆KKBOX年度Podcast百大風雲榜✦
2026-02-06,19:15 - 20:15,《乳房龐克》新書座談會,紅沙龍,瑪嘉莉．呂榭,,沙龍講座,知名法國圖像作家瑪嘉莉．呂榭（Magali Le Huche...,知名法國圖像作家瑪嘉莉．呂榭（Magali Le Huche）首度訪台，帶來她與癌症奮戰的心路歷程。剛過40歲便意外確診罹癌，從起初的驚愕與憤怒、到回想女系親族病史、艱辛的療程、病友團體的互助，圖像小說《乳房龐克》記述了乳癌如何影響當代年輕女性的生命規畫、日常生活、對身體與自我的認知，以及如何打破社會對癌症的疾病羞恥與歧視。
2026-02-06,19:15 - 20:15,思緒、自由與流動的當下：《葛莉蕬的安安》座談會,黃沙龍2F,蕭詒徽,,沙龍講座,《葛莉蕬的安安》是作家蕭詒徽睽違數年的著作出版，是一不分篇、...,《葛莉蕬的安安》是作家蕭詒徽睽違數年的著作出版，是一不分篇、無主題、連續九萬字的散體文字，乍看抽象，深入閱讀卻可窺見許多蕭詒徽獨特的風格、想法、思考邏輯與文學創作的方法及理念，甚至叩問著記憶、當下與生命的核心等重要話題。本場講座將由作家本人深入解析，帶領讀者閱讀這本滿藏寶藏的神祕之書。
2026-02-06,19:15 - 20:15,解惑─活出生命的價值,藍沙龍,唐美雲、楊世豪,,沙龍講座,2026年適逢慈濟一甲子，本次展出以《法華經》為精神核心，以...,2026年適逢慈濟一甲子，本次展出以《法華經》為精神核心，以人間菩薩的實踐足跡，回望慈濟六十年「從一念心出發」的行願與悲心。 本次沙龍講座主題「解惑──活出生命的價值」，邀請國寶級表演藝術家─唐美雲以及大環藝術家楊世豪，透過他們的生命歷程、藝術修行與心靈提升，分享日常中面對困境，如何解惑、成長與改變，活出生命的價值。 兩位來賓一老一少，對應不同時代的見解，一同共同探討：面對人際、家庭、角色、責任與人生時，我們如何解惑，找回內心的力量？如何在無常與變動中安住自己？又如何將理解化為行動，讓生命因愛而豐富。 搭配靜思叢書《解惑──證嚴法師答客問》，將呈現「人文 × 藝術 × 智慧」的對話，帶給心靈一段柔軟、堅定與希望的旅程，邀請大家一同尋找活出生命價值的勇氣與方向。
2026-02-06,19:15 - 20:15,「我不知道」：辛波絲卡的詩歌美學與人生哲學,國際沙龍,林蔚昀、李進文,,沙龍講座,,
2026-02-06,20:00 - 20:30,貓咪仔寫批：兒歌作家王金選首本臺語兒歌全創作分享,直播室,王金選,,直播活動,歷經十年的首本臺語兒歌全創作，期待與讀者們一起感受語言的韻律...,歷經十年的首本臺語兒歌全創作，期待與讀者們一起感受語言的韻律和趣味，回味代代相傳的習俗與鄉土情懷；在現今社會裡，學習中文、英文固然重要，但是臺語也值得保留與發揚！ 念「囡仔歌」（臺語兒歌），可說是一種快速又簡便的方法，因為「囡仔歌」大都有押韻、節奏感強、趣味性高，念起來琅琅上口，容易記憶！ 念「囡仔歌」不僅好玩、有趣，可以學習臺語，還能引發探索知識的興趣，並增加想像力，更可以在心中留下一幅親子共讀的溫馨畫面及美好、愉快的童年回憶！
2026-02-06,20:30 - 21:30,酒店裡的人生修羅場——《酒與妹仔的日常》新書分享,紅沙龍,「酒與妹仔的日常」黃蛹、林國峰,,沙龍講座,>>酒店公關真實經歷．八大行業邊緣勞動者的第一線視角<< 酒...,>>酒店公關真實經歷．八大行業邊緣勞動者的第一線視角<< 酒店的日常，就是拿青春賭明天。 不平等的合約、酒桌上的情緒勞動、潛藏的暴力與性侵──那些原本不該發生的，在這裡，全成了「職災」。 《酒與妹仔的日常》從酒店公關的視角出發，寫下她和她們的故事：經紀人、幹部、撐家女子、單親媽媽、身心患者……這些名字在社會上不被看見，卻在林森北的包廂裡彼此照顧。 她們踩著高跟鞋，進出一間間包廂，在社會的惡意與誤解中隱藏創傷、扛起家計，用不被承認的勞動，守住僅有的尊嚴。一起來聽聽她們的故事
2026-02-06,20:30 - 21:30,《「客家空間」的生產》,國際沙龍,河合洋尚副教授（東京都立大學）,,沙龍講座,河合洋尚副教授為少數日本研究客家學術之學者，鑽研環太平洋的客...,河合洋尚副教授為少數日本研究客家學術之學者，鑽研環太平洋的客家移民社會（臺灣、越南、夏威夷等），此次將分享《「客家空間」的生產》新書發表會。
2026-02-06,20:30 - 21:30,聽！臺灣原生動物說故事（戲劇演出、作者說故事）,兒童沙龍,林世仁、廖淑霞、再興小學四年級學生,,沙龍講座,透過再興小學四年級小朋友的戲劇演出（扮裝秀） 以及作家林世仁...,透過再興小學四年級小朋友的戲劇演出（扮裝秀） 以及作家林世仁與再興小學閱推老師廖淑霞的對談介紹， 讓親子一起來認識臺灣２１種原生動物的故事， 包括原住民神話、生態學者踏查故事、原創童話等。
2026-02-06,20:30 - 21:30,深度安靜—從小說到電影的孤獨與憂鬱,黃沙龍2F,林秀赫（本書作者）、沈可尚（電影導演）,,沙龍講座,作家林秀赫短篇小說集《深度安靜》，收錄作品盡是無以說明或分享...,作家林秀赫短篇小說集《深度安靜》，收錄作品盡是無以說明或分享的真空狀態。2026年改編同名電影「深度安靜」即將上映，從小說到電影，文字與影像分別如何呈現孤獨與憂鬱，分享不同的創作過程中，想要傳達出的鮮明意象。
2026-02-06,20:30 - 21:30,寫歌和寫書都是一件很個人的事（嗎？）,藍沙龍,蔡依玲（《在燈暗的時候唱歌給自己聽》作者、淺堤主唱）、陳芷儀（《大誌雜誌》營運長暨主編）,,沙龍講座,淺堤主唱蔡依玲推出了首本散文作品《在燈暗的時候唱歌給自己聽》...,淺堤主唱蔡依玲推出了首本散文作品《在燈暗的時候唱歌給自己聽》，寫歌和寫書，看似不同媒介，卻同樣來自一個人最私密的深處。這些都是人們整理世界、梳理心緒的一種方式。 本次對談將一同探索：創作者是否有辦法永遠真實地表達自己？個人經驗如何轉化為能引起共鳴的作品？在表達自我的過程中與社會產生了哪些連結？身為三十幾歲的女性走過了哪些自我覺醒和掙扎？讓我們從歌者與寫作者的日常與心聲出發，一同與內在的孤獨、渴望展開對話。
2026-02-06,10:00 - 22:00,夢想大舞台：五社聯合集章活動,尖端、台灣角川、采實童書、時報出版、東雨文化各社攤位,-,-,講座,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化...,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化 在 2026 台北國際書展裡，有一座正在建造中的「夢想大舞台」，它需要五個來自不同故事的印章，才能正式開演。 你的任務，就是在書展裡到五個出版社的攤位旅行、集章，把這座舞台一起蓋出來！ 於參與出版社攤位索取闖關小卡 → 前往各家出版社攤位，完成挑戰並收集印章 → 蓋完舞台後別忘了領取「夢想大舞台帆布袋」喔！ (＊集章角色包含：口袋神探‧雞飛飛、學科男孩、X尋寶探險隊、奇奇兔、屁屁丹迪)
2026-02-06,10:00 - 22:00,夢想大舞台：五社聯合集章活動,尖端、台灣角川、采實童書、時報出版、東雨文化各社攤位,東雨文化關主,東雨文化關主,講座,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化...,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化 在 2026 台北國際書展裡，有一座正在建造中的「夢想大舞台」，它需要五個來自不同故事的印章，才能正式開演。 你的任務，就是在書展裡到五個出版社的攤位旅行、集章，把這座舞台一起蓋出來！ ◎活動任務： 於參與出版社攤位索取闖關小卡 → 前往各家出版社攤位，完成挑戰並收集印章 → 蓋完舞台後別忘了領取「夢想大舞台帆布袋」喔！ (＊集章角色包含：口袋神探‧雞飛飛、學科男孩、X尋寶探險隊、奇奇兔、屁屁丹迪)
2026-02-06,10:00 - 22:00,夢想大舞台：五社聯合集章活動,尖端、台灣角川、采實童書、時報出版、東雨文化各社攤位,無,無,講座,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化...,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化 在 2026 台北國際書展裡，有一座正在建造中的「夢想大舞台」，它需要五個來自不同故事的印章，才能正式開演。 你的任務，就是在書展裡到五個出版社的攤位旅行、集章，把這座舞台一起蓋出來！ 於參與出版社攤位索取闖關小卡 → 前往各家出版社攤位，完成挑戰並收集印章 → 蓋完舞台後別忘了領取「夢想大舞台帆布袋」喔！ (＊集章角色包含：口袋神探‧雞飛飛、學科男孩、X尋寶探險隊、奇奇兔、屁屁丹迪)
2026-02-06,10:00 - 22:00,夢想大舞台：五社聯合集章活動,尖端、台灣角川、采實童書、時報出版、東雨文化各社攤位,各出版社,各出版社,講座,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化...,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化 在 2026 台北國際書展裡，有一座正在建造中的「夢想大舞台」，它需要五個來自不同故事的印章，才能正式開演。 你的任務，就是在書展裡到五個出版社的攤位旅行、集章，把這座舞台一起蓋出來！ 於參與出版社攤位索取闖關小卡 → 前往各家出版社攤位，完成挑戰並收集印章 → 蓋完舞台後別忘了領取「夢想大舞台帆布袋」喔！ (＊集章角色包含：口袋神探‧雞飛飛、學科男孩、X尋寶探險隊、奇奇兔、屁屁丹迪)
2026-02-06,10:30 - 21:30,【東雨閱讀任務站】～小學生知識大闖關！,東雨文化攤位A218,東雨文化關主,東雨文化關主,講座,去年來東雨攤位玩過【密室偵察大冒險】的讀者， 今年有新的挑戰...,去年來東雨攤位玩過【密室偵察大冒險】的讀者， 今年有新的挑戰等著你們── ★東雨閱讀任務站★ ～小學生知識大闖關！ 現場有給閱讀小達人的三道考驗， 歷史科學、成語推理、觀察創意...... 等你來挑戰！ ●參加辦法 憑2026台北書展「東雨文化」攤位單筆消費發票1張 (不限金額) 即可參加活動。 ●過關獎勵 凡完成三道考驗任務者，可獲贈﹝口袋神探﹞人物胸章1個。（限量） *詳細入場辦法，請洽詢現場東雨工作人員
2026-02-06,11:00 - 12:00,《不行，還不行！》新書分享會,三民書局C1000,江易珊,江奕萱,講座,「不行不行！」真的代表做不到嗎？ 本講座以繪本《鱷魚可吉》為...,「不行不行！」真的代表做不到嗎？ 本講座以繪本《鱷魚可吉》為核心，帶領大小讀者走進一段關於勇氣、成長與自我接納的故事旅程。 鱷魚可吉有許多夢想，卻因害怕失敗、缺乏自信，一次次在關鍵時刻退縮。直到他鼓起勇氣開了一家花店，即使仍然不完美，也願意嘗試向前踏出一步。故事透過可吉的掙扎與猶豫，溫柔提醒孩子——每個人都有弱點，並不需要等到「完全準備好」，才能開始追夢。 講座將深入分享繪本中「不完美也能前進」的成長意涵，以及朋友陪伴所帶來的支持力量。當可吉被友情推了一把，夢想終於開花結果。本活動邀請親子一同聆聽、討論與思考，在故事中學會相信自己，也學會成為他人勇氣的來源。
2026-02-06,12:00 - 13:00,從犯罪到輕小說——跨越文學框架的創作同樂會,B1132,閱讀探戈,閱讀探戈,講座,從林佛兒獎首獎〈玉觀音〉到出版《臺灣戀愛物語》，作者從沉重犯...,從林佛兒獎首獎〈玉觀音〉到出版《臺灣戀愛物語》，作者從沉重犯罪文學到輕盈、「可以色色」的轉換充滿妙趣。閱讀探戈將分享創作轉折、靈感與收穫的驚喜旅程，一同體驗文學框架之外的創作律動。
2026-02-06,13:00 - 14:00,《向奧運英雄致敬──亞洲鐵人楊傳廣傳略》座談會,D213,董恕明（國立臺東大學華語文學系教授） 林清財（國立臺東大學國立音樂系系主任退休）、 李福恩副教授（國立高雄大學運動健康與休閒學系副教授）、 楊三妹女士（楊傳廣三妹）,孫大川（國立東華大學原住民學院榮譽教授）,講座,原住民族有不少的優秀運動員，他們在練習場上揮灑汗水，締造出一...,原住民族有不少的優秀運動員，他們在練習場上揮灑汗水，締造出一次次的輝煌佳績，即使如楊傳廣般的體壇巨星，過去的書寫皆聚焦於他在體壇上的豐功偉業及日後從政事蹟，始終缺乏一部以原住民敘事的視角，而能全然關照楊傳廣一生的人物傳記。 原住民族委員會、國史館與國史館臺灣文獻館共同執行楊傳廣人物傳計畫，撰述團隊秉持「原民觀點」，深入部落與城鄉，探查楊傳廣生平足跡，尋訪其親朋故舊，累計超過四十餘次的口述訪談，清楚地勾勒出他的部落與原住民傳統的重要連結。因此，這是本真正屬於原住民的楊傳廣、阿美族的楊傳廣，以及馬蘭部落的楊傳廣的人生傳記。
2026-02-06,13:00 - 14:00,見面簽書會：捷克繪本插畫家湯瑪士．瑞杰可,麋鹿攤位C1120,湯瑪士．瑞杰可Tomáš Řízek,江子瑄,簽書會,憑湯瑪士．瑞杰可創作之繪本領取「簽書號碼牌」，於活動時間報到...,憑湯瑪士．瑞杰可創作之繪本領取「簽書號碼牌」，於活動時間報到即可依序簽書。 號碼牌共100名，每人限領一張。數量有限，發完為止。 ＊不限簽書冊數，不簽書以外品項。 可簽作品包含但不限於：《皮皮和奇奇：我的怪奇朋友》、《山林與海之歌：臺灣原住民神話系列》、《魔法列車Go!Go!Go!：臺灣火車站歷史圖像遊記》、《小雨怪》、《花束集》、《小黃傘》、《森林之旅》、《浴缸裡有鱷魚！》、《美崙山上有怪物》、《泰雅勇士大步向前》、《達羅巴令湖》、《男孩與月亮》等。 湯瑪士．瑞杰可（Tomáš Řízek），生於捷克首都布拉格，捷克當代畫家、插畫家、平面設計師，旅居臺灣。2023年獲捷克外交部國家之友獎。
2026-02-06,13:30 - 14:30,民國革命與左翼文學的發展——《以俄為師：中國現代作家的改造》書籍分享,D201,陳相因（中研院文哲所研究員）,楊佳嫻（清華大學中國文學系副教授）,講座,《以俄為師：中國現代作家的改造》以魯迅、瞿秋白、曹禺為例，分...,《以俄為師：中國現代作家的改造》以魯迅、瞿秋白、曹禺為例，分別代表小說、散文、政論、戲劇和電影等文類，論證文學如何結合政治，並再現於跨文類、跨領域與跨文化等多維範疇。「以俄為師」這一主題從晚清興起到全盤建構，實為一系列有計畫、組織和系統的傳播、運動與實踐成果。呈現20世紀前半葉中國知識分子如何面對戰爭、西方文明挑戰、如何選擇現代性，及如何吸收俄國思潮以改造自我心態及寫作風格，勾勒出當時左翼文學意識形態。
2026-02-06,14:00 - 14:30,上誼姊姊說故事：《你的小島》、《你的農場》、《你的森林》,信誼展區A624,上誼姐姐,上誼姐姐,講座,雍．卡拉森首次創作的寶寶書，溫暖、有趣又充滿想像力，是獻給小...,雍．卡拉森首次創作的寶寶書，溫暖、有趣又充滿想像力，是獻給小讀者的禮物！ 簡約俐落的場景，描繪著熟悉的事物，骨碌碌的眼神，推動著故事的發展，簡短如詩的文字，最適合以輕柔的節奏朗讀，引領孩子們沉浸於故事之中。隨著角色一一登場，逐漸構築出自己的農場、森林和小島，隨著太陽下山、夜幕低垂，故事畫下了句點，孩子們也心滿意足的闔上了書。
2026-02-06,14:00 - 15:00,【心理師的犯罪推理】心理病理 X 科幻驚悚,B1132,款款,款款,講座,邀請大家，透過文學來更加認識精神疾病！ 活動時，作者將會介紹...,邀請大家，透過文學來更加認識精神疾病！ 活動時，作者將會介紹自己的小說，《封閉少女的崩壞控制器》與進軍韓國參展的《樂園》，在奇幻與科幻的世界中，一起看見台灣自身的社會議題，並帶領大家來破除對於精神疾病的種種迷思。 作者是臨床心理師，除了認識精神疾病之外，也開放現場對於各種精神疾病或生活難題的簡單諮詢。 活動中，更有抽臨床心理師手寫小卡的環節喔！
2026-02-06,14:00 - 17:00,名家揮毫,台灣印刷精品館B302,陸兆友,陸兆友,講座,展覽期間每日下午2:00-5:00現場名家揮毫寫春聯，免費索...,展覽期間每日下午2:00-5:00現場名家揮毫寫春聯，免費索取，數量有限，請早蒞臨，以免向隅。
2026-02-06,14:00 - 16:00,《離婚，你還是要好好的》新書分享會,C1014,4KM,何達儒,講座,從婚姻破碎到重生的真實故事 走過十年的獨立扶養後以親身經驗分...,從婚姻破碎到重生的真實故事 走過十年的獨立扶養後以親身經驗分享！ 離婚當然沒那麼容易，不是離開賭桌轉身就走。 但當你不得不面對破裂的婚姻、暴力的傷害或孤立無援的法庭戰場時，又應該如何面對? 作者以親身經驗告訴讀者「只要你下定決心走出去了，沒有什麼過不去的檻。」 要如何善用法律扶助與社會資源、與社工合作的經驗以及以及孩子的心理狀況與教育。 用十年官司，教會我們愛的真諦！ 婚姻破碎之後，重建人生的勇氣、深度情感與生命見證！
2026-02-06,14:00 - 15:00,現場有獎問答,世貿一館/C1112展位,陳鴻明,陳鴻明,講座,現場有獎問答 : 一、「3I/ATLAS艦隊」，友善的出現在...,現場有獎問答 : 一、「3I/ATLAS艦隊」，友善的出現在太陽系 ，我們非常熱烈的歡迎！ 二、歡迎一起探索我們的「月球」與人類真實文明史。
2026-02-06,14:00 - 15:30,曾經在場：書業後的思考與回望,公民書區 共同講座區,詹正德（有河書店店主）,,講座,經歷了淡水有河至後來的2.0版本，邀請686分享書業畢業後回...,經歷了淡水有河至後來的2.0版本，邀請686分享書業畢業後回看過去經歷的學習與體會。
2026-02-06,14:15 - 15:15,讀經典·解煩憂 「佛教徒必讀經典」新書發布會,B809,依空法師（作者、佛光山文化院院長）、蕭麗華（佛光大學中國文學與應用學系教授）,確認中,講座,欣逢2026年佛光山開山60周年，文化院隆重推出「佛教徒必讀...,欣逢2026年佛光山開山60周年，文化院隆重推出「佛教徒必讀經典」系列，從佛教藏經中精選出適合現代人閱讀的30本經典。 總策畫暨作者之一的依空法師，禮請國內知名學者，以「看得懂、用得著」為寫作理念，將經典義理詮釋成易懂淺白的文字，期能在日常中運用佛理解決人生煩惱。 本場新書發表會，由依空法師、蕭麗華教授親臨現場分享本系列誕生祕辛、精彩內容等，讓大家一睹為快，法喜充滿。
2026-02-06,14:30 - 15:30,《冷戰時期國軍實施心戰工作相關人物訪談錄》新書發表暨座談會,國史館、國史館臺灣文獻館聯展展位（D213）,林果顯、黃四川、趙興鵬,歐素瑛,講座,冷戰期間，國防部總政戰部下之心戰工作組利用空飄傳單與實物、海...,冷戰期間，國防部總政戰部下之心戰工作組利用空飄傳單與實物、海漂物品、廣播電台、播音站、心戰牆等，不斷地對中國大陸各階層進行心理作戰。1969年6月，心戰工作組對外招考由政戰學校畢業的中、少尉軍官，以培養心戰幹部。此心戰研究班對外稱為「心廬」，由王昇指揮、曹敏負責班務。心廬共開辦6期，每期上課兩年。本書收錄心廬各期畢業學員，包括鄭喜夫、羅致達、黃四川、郭年昆、趙興鵬、王天佑、程台生、孫宜成、譚再利等人訪談錄，回憶敘談各人從軍、心廬受訓及其從事心戰工作之歷程，揭開少為人知的心廬神秘面紗。
2026-02-06,16:00 - 17:00,白浜戀人x愛的完美犯罪—— 試探人性的修羅場,B1132,蘇那,蘇那,講座,我相信愛情是純白的，愛情中的犯罪也是最淒美的。 本書以多重人...,我相信愛情是純白的，愛情中的犯罪也是最淒美的。 本書以多重人格敘事，透過角色輪流擔任敘述者，從不同角度窺探人的內心世界。 到底是忠誠抑或背叛？ 是真情或是假意？ 是現實還是瘋癲？ 男女間的糾纏本身就是一齣「羅生門」。
2026-02-06,16:30 - 17:30,雖在母妻，不能無倦——性別與健康照顧古今談,D201,李貞德（中研院史語所特聘研究員）,雷祥麟（中研院近史所研究員）,講座,傳統社會賦予女性「孝親顧子」的照護天職，這一角色從漢唐以降深...,傳統社會賦予女性「孝親顧子」的照護天職，這一角色從漢唐以降深度嵌入家庭與社會的醫療實踐。女性長期參與「生、老、病、死」的照護，不僅是古代醫療制度的一環，也延續至今日的家庭長照、醫療支援與護理工作。這些「隱形勞動」突顯女性在健康照護領域的核心地位與持續承擔。本講座將回顧歷史脈絡，深入探討當代醫療與長照體系中女性角色的意涵與面臨的困境。
2026-02-06,18:00 - 19:00,根據夢境寫下的故事，會是預言，還是詛咒？——《伊德利亞》新書分享,B1132,游斯彤,游斯彤,講座,命運詛咒血洗大地的雙胞胎、運用風火水土元素的自然師，劍術身法...,命運詛咒血洗大地的雙胞胎、運用風火水土元素的自然師，劍術身法超凡入聖的鐮刀者、操控政商軍警高層的單眼會，為您開創新一代的冒險傳奇！
2026-02-06,19:00 - 21:00,遇見更好的自己—托特塔羅的探索與療癒之旅,C1014,琳悉,何達儒,講座,在這個資訊過載、節奏飛快的時代，我們每天滑著螢幕，回訊息、追...,在這個資訊過載、節奏飛快的時代，我們每天滑著螢幕，回訊息、追進度，卻很少有片刻，真正停下來問問自己—— 我現在過得好嗎？ 我還喜歡現在的自己嗎？ 下一步，我想往哪裡走？ 這一場【遇見更好的自己—托特塔羅的探索與療癒之旅】，不是要替你決定命運，而是陪你展開一段溫柔的心靈探索旅程。 活動將透過老師的分享、對談與現場互動，引導大家一步步探索自己的心靈。 我們會以托特塔羅為主軸，帶你認識：原來這些古老的牌卡，不只是神祕學工具，更是一種幫助我們「看見自己」的語言。
2026-02-06,19:00 - 20:00,AI世代，我們繼續讀小說：2026書林文學招待所 英美經典小說讀書會,D506,奚永慧,奚永慧,講座,文學永遠離不開人性，而這是科技永遠無法取代的部分，文學絕不是...,文學永遠離不開人性，而這是科技永遠無法取代的部分，文學絕不是只在虛構的世界蓋起嚴肅的高樓，雖然可能不會賺大錢，但文學卻有辦法讓人生找到「魔幻時刻」。小說家透過故事與文字，傳遞情感，產生連結，所有的讀者都可以在故事中，找到某個片段、某個時刻、甚至某個角色，在那裡找到自己的影子。
2026-02-06,19:00 - 21:00,《預言中的「祂」》及《穿越死亡》新書發表會,C1014,方季涵,何達儒,講座,我們都忙著把生活過好：工作、家庭、關係、責任、社會期待。 但...,我們都忙著把生活過好：工作、家庭、關係、責任、社會期待。 但越是走到某個年紀，越會有一個問題在夜裡浮上來，我到底在為什麼而活？ 面對日常焦慮、情緒失控時、低谷迷惘與對未來不安又該如何處理? 《預言中的「祂」》×《穿越死亡》新書發表會，獻給所有成年人才懂得的疲憊、焦慮與渴望。 這場不是要給你“標準答案”，而是透過實際案例分享，讓你找到一條可以帶著走的可用觀點 這場適合誰？ >開始思考「人生的目標與意義」的人 >長期疲憊、焦慮與迷惘 >對因果、輪迴、預言有興趣的人 >想把“愛與寬恕”從一句漂亮話，變成可實作的自我療癒技能的人
