日期,時間,活動名稱,地點,主講人,主持人,類型,備註,詳細內容
2026-02-08,15:30 - 16:30,跟著布農族嚮導攀登東谷沙飛！ 《東谷沙飛：山的孩子笛昂》,國際沙龍,金鼎獎作家乜寇．索克魯曼、波隆納入圍插畫家貓魚,,沙龍講座,1. 布農族歌曲演奏與演唱 2. 從與群山共存的布農族人視角...,1. 布農族歌曲演奏與演唱 2. 從與群山共存的布農族人視角，看見不一樣的玉山，聽見東谷沙飛的故事。 3. 看畫家如何用原色墨水和多樣性的媒材，展現大自然複雜卻純粹的美。 4. 跟著繪本《東谷沙飛：山的孩子笛昂》爬一次玉山。
2026-02-08,15:30 - 16:30,青春愛讀書十年 讓閱讀走入你的心,黃沙龍2F,陳夏民、宋怡慧、紀金慶,,沙龍講座,《青春愛讀書》邁向十年的重要里程碑！這不僅是一場慶祝活動，更...,《青春愛讀書》邁向十年的重要里程碑！這不僅是一場慶祝活動，更是一次匯聚十年精華的閱讀盛宴。本次活動特別邀請節目背後的強大智庫——「青春愛讀書顧問群」走到台前，由閱讀傳教士宋怡慧、藝文策展人謝佩霓等重量級講師領軍，帶領讀者從單純的文字接收者，進化為具備獨立觀點的思辨者。 活動將以「十週年回顧與展望」為主軸，顧問群將親自傳授節目核心的「4F引導法」（Facts、Feeling、Finding、Future），分享如何將書本知識轉化為具體的人生導航。現場更規劃將攝影棚氛圍搬進展場，讓觀眾近距離感受顧問們在節目中「閱讀×思辨×書寫」的對話火花，見證這十年來陪伴無數年輕人建構世界觀的歷程，邀請您一起在十週年的時刻，寫下屬於自己的閱讀航線。 主持人:陳夏民 宋怡慧／新北市丹鳳高中圖書館主任、作家 紀金慶／臺師大、海洋大學哲學通識助理教授、哲普作家
2026-02-08,15:30 - 16:30,泰國廣告為什麼這麼有趣？——維猜與《廣告狂想生物》的創意現場,藍沙龍,維猜（本書作者）,,沙龍講座,現今這個資訊爆炸的世代，各種廣告都希望透過不同方式送到消費者...,現今這個資訊爆炸的世代，各種廣告都希望透過不同方式送到消費者眼前，但哪些是特別讓您印象深刻，甚至廣告本身就超越商品的魅力呢？我們特別邀請泰國廣告鬼才維猜從泰國來台分享新書內容，帶領大家進入廣告的世界！
2026-02-08,16:00 - 16:30,《不明白不荒誕的愛的方式》新書發表會,直播室,講者／欸里；來賓／里唯,,直播活動,《不明白不荒誕的愛的方式》新書發表會，邀請作者欸里與特別來賓...,《不明白不荒誕的愛的方式》新書發表會，邀請作者欸里與特別來賓里唯，共同談論書中關於親密、掙扎與自我和解的旅程，引領讀者靠近愛的真實形狀。
2026-02-08,16:45 - 17:45,從生命經驗到紙上世界—林廉恩《紅點點》繪本創作分享會,紅沙龍,林廉恩,,沙龍講座,作者林廉恩在《紅點點》中描繪孩子面對挫折、走過低潮的心路歷程...,作者林廉恩在《紅點點》中描繪孩子面對挫折、走過低潮的心路歷程。創作過程中，她如何用拼貼堆疊角色的情緒？以及生命經驗要怎麼轉化為作品中的畫面？邀請您一同走進本書的誕生幕後，窺見廉恩獨特和真誠的創作世界。
2026-02-08,16:45 - 17:45,越過夜色——一場發光的童話冒險,兒童沙龍,妮可拉・洛戈索娃,,沙龍講座,帶你探索前所未見的「黑暗」！這本由捷克作家米哈爾・什特帕內克...,帶你探索前所未見的「黑暗」！這本由捷克作家米哈爾・什特帕內克（Michal Štěpánek）與插畫家妮可拉・洛戈索娃（Nikola Logosová）聯手打造的迷人之作，擁有獨特的夜光插畫與隱藏訊息。 故事描述一小片可愛的「黑暗」踏上尋找幸福的旅程，讓這股魔力啟發你的想像。本場活動將帶領大家閱讀這則發光的童話，並邀請讀者親手繪製專屬的「夢想地圖」！我們將使用淺色畫筆在黑紙上作畫，讓成品宛如繁星點點的夜空般閃耀。
2026-02-08,16:45 - 17:45,用閱讀重新設計你的人生——Youtuber張修修開啟2026必讀私藏書單,藍沙龍,張修修,,沙龍講座,在這場講演中，將透過《納瓦爾寶典》，跟隨矽谷傳奇創投家納瓦爾...,在這場講演中，將透過《納瓦爾寶典》，跟隨矽谷傳奇創投家納瓦爾的智慧，看懂如何累積財富、提升能力，並找到真正屬於自己的成功路徑。 透過書中「能力槓桿」「複利思維」「退出競爭」等核心概念，你將學到如何在生活與職涯中做出更自在、有效的選擇，並將理想生活具體化。
2026-02-08,16:45 - 17:45,關於寫作之外，喜歡的事是創作養分,黃沙龍2F,不朽（作家）,,沙龍講座,歷經出版多本暢銷書籍，可以看見不朽源源不絕的創作能量，是什麼...,歷經出版多本暢銷書籍，可以看見不朽源源不絕的創作能量，是什麼熱愛支持她到至今，生活上的雜食性：電影、影集、閱讀、追星、動畫、手帳文創品，堆疊出各式各樣的她，進而展現在觀點、文字上的豐富性，令人不小心就會跌入不朽的繽紛多彩的創作世界。成為一個創作者，必須燃盡多少的熱愛呢？
2026-02-08,16:45 - 17:45,點亮小王子的星球：光的魔力轉圈圈,國際沙龍,國立成功大學光電系兼科學教育中心主任 徐旭政 教授,,沙龍講座,,
2026-02-08,17:00 - 17:30,Live Podcast 《父與子最簡單的運動》讓她入坑跑步的一本書 ft. Rita,直播室,馬力歐、Rita,,直播活動,不跑步的人，如何入坑跑步？ 《父與子最簡單的運動》（The ...,不跑步的人，如何入坑跑步？ 《父與子最簡單的運動》（The Running Ground）這本書由《大西洋月刊》執行長尼可拉斯・湯普森（Nicholas Thompson）所著，講述了他如何透過跑步修復與疏離父親的關係，並在父親離世後，藉由奔跑找回自我與連結的故事。究竟一本書擁有什麼樣的魔力，能讓 Rita 從閱讀走入跑道，開啟她的跑步人生？歡迎來到現場，聽聽書本與汗水交織的故事，或許你也會找到邁開步伐的理由。
2026-02-08,18:00 - 19:00,《蔬食人物誌》讀者導讀會,紅沙龍,田定豐、楊子儀、羅維銘,,沙龍講座,以真實故事分享蔬食如何滋養身心、轉化人生，帶領讀者看見選擇蔬...,以真實故事分享蔬食如何滋養身心、轉化人生，帶領讀者看見選擇蔬食行動背後的力量與溫度。
2026-02-08,18:00 - 18:30,我討厭粉紅色內褲,直播室,寧寧老師&陳麗雯,,直播活動,孩子有自己的喜好，卻常被大人忽略。本活動邀請諮商心理師郭蕙寧...,孩子有自己的喜好，卻常被大人忽略。本活動邀請諮商心理師郭蕙寧（寧寧老師）與正向教養講師陳麗雯，陪伴親子一起討論自我認同、身體界線與情緒表達。透過故事中輕鬆幽默的情節，學習理解孩子感受，並在日常中建立尊重、自主又安全的親子互動。
2026-02-08,18:00 - 19:00,跟著《阿祖的日子紙》一起過生活,兒童沙龍,周見信,,沙龍講座,《阿祖的日子紙》是一場跨世代的生活對話，邀請我們在日常中看見...,《阿祖的日子紙》是一場跨世代的生活對話，邀請我們在日常中看見時間的溫度與生命的厚度。跟著作家我們將走進百歲阿祖與十歲孫子的生活交集。牆上堆疊的日曆紙，不只是記錄時間的工具，更是阿祖一生的縮影。聽畫家周見信又怎麼將文字轉換成圖像，以溫暖圖像重現老屋的記憶場景。什麼樣的陪伴又如何在生活裡留下自己的痕跡？周見信老師並會帶來親子同樂的手工絹印活動。
2026-02-08,18:00 - 19:00,當政治進入生活的那一天——高妍×苗博雅談《間隙》與政治啟蒙,藍沙龍,作者：高妍 / 與談：苗博雅議員,,沙龍講座,《間隙》是漫畫家高妍的第二部長篇作品，為一個當代台灣女生的成...,《間隙》是漫畫家高妍的第二部長篇作品，為一個當代台灣女生的成長啟蒙史，邀請到現任臺北市議會議員苗博雅擔任與談，分享各自的政治啟蒙，以及以從政人員與創作者不同角度如何看待台灣目前以及未來的立足點跟想望。
2026-02-08,18:00 - 19:00,南來文人與香港新生代：1950-1969文學現場 ——談《香港文學大系》十六卷的發現與定位,國際沙龍,陳國球教授、黃美娥教授,,沙龍講座,1950-1969年間，香港從戰後難民城市蛻變為現代都市，南...,1950-1969年間，香港從戰後難民城市蛻變為現代都市，南來文人與本地新生代交匯。《香港文學大系 一九五O—一九六九》將這時期香港文學的代表作品按類別整理為16卷在2025年底完整面世。臺灣大學黃美娥教授以及大系總主編教授陳國球，將對談分享這套歷時十年編纂的鉅著，揭示這套大系如何填補香港文學資料長期散佚的空白，為學術研究與閱讀普及奠基。一套書，一座城市的文學青春，與總主編重返那個喧嘩與騷動的年代。
2026-02-08,19:00 - 19:30,《走在尋找智慧的小路》新書分享暨簽書會,直播室,林明昌,,簽書會,什麼是哲學思考？ 它不是尋找標準答案，而是練習提問、聯想，學...,什麼是哲學思考？ 它不是尋找標準答案，而是練習提問、聯想，學會理解自己與世界。 本書精選十九篇兒童文學作品，涵蓋童詩、童話、散文與小小說，透過故事引發閱讀興趣，再以賞析與提問，引導孩子思考「為什麼」與「怎麼想」。 書中以龜兔故事重新討論公平、能力與選擇，邀請孩子跳脫既定觀念，培養獨立思考的勇氣與同理心。 誠摯邀請孩子與老師一同參與新書活動，在故事與對話中，展開一場關於哲學思考， 生命教育與日常選擇的閱讀探險。
2026-02-08,19:00 - 20:00,民主理想的下一步——皮塔・林家倫拉《未竟之路》新書發表簽書會,黃沙龍2F,皮塔・林家倫拉,,簽書會,2023年5月，42歲的皮塔・林加倫拉帶領泰國前進黨贏得14...,2023年5月，42歲的皮塔・林加倫拉帶領泰國前進黨贏得1400萬張選票，全國上下期待著這位哈佛校友、改革派領袖成為泰國新任總理。然而在保守勢力與軍方阻擋下，他的總理之路在參議院投票中戛然而止，最終甚至被禁止從政十年。《未竟之路》完整揭露了一個世代的民主夢想如何被現實碾壓，又如何拒絕放棄。皮塔將於泰國選舉日當天，與臺灣讀者分享最新的第一手觀察。
2026-02-08,10:00 - 11:00,無盡旅程的終點──《如月物語》典藏紀念版的溫柔重生,B1132,渚央,渚央,講座,什麼是真正的「終點」？它不一定是停止，而是完成了圓滿。渚央老...,什麼是真正的「終點」？它不一定是停止，而是完成了圓滿。渚央老師將藉由這次推出新版讓讀者典藏紀念的時刻，分享這一年生活上的新變化、以及對未來的創作計畫。
2026-02-08,10:00 - 20:00,夢想大舞台：五社聯合集章活動,尖端、台灣角川、采實童書、時報出版、東雨文化各社攤位,-,-,講座,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化...,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化 在 2026 台北國際書展裡，有一座正在建造中的「夢想大舞台」，它需要五個來自不同故事的印章，才能正式開演。 你的任務，就是在書展裡到五個出版社的攤位旅行、集章，把這座舞台一起蓋出來！ 於參與出版社攤位索取闖關小卡 → 前往各家出版社攤位，完成挑戰並收集印章 → 蓋完舞台後別忘了領取「夢想大舞台帆布袋」喔！ (＊集章角色包含：口袋神探‧雞飛飛、學科男孩、X尋寶探險隊、奇奇兔、屁屁丹迪)
2026-02-08,10:00 - 20:00,夢想大舞台：五社聯合集章活動,尖端、台灣角川、采實童書、時報出版、東雨文化各社攤位,東雨文化關主,東雨文化關主,講座,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化...,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化 在 2026 台北國際書展裡，有一座正在建造中的「夢想大舞台」，它需要五個來自不同故事的印章，才能正式開演。 你的任務，就是在書展裡到五個出版社的攤位旅行、集章，把這座舞台一起蓋出來！ ◎活動任務： 於參與出版社攤位索取闖關小卡 → 前往各家出版社攤位，完成挑戰並收集印章 → 蓋完舞台後別忘了領取「夢想大舞台帆布袋」喔！ (＊集章角色包含：口袋神探‧雞飛飛、學科男孩、X尋寶探險隊、奇奇兔、屁屁丹迪)
